initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,The properties were acquired from the reputable Swedish private equity real estate firm Niam and the esteemed Goldman Sachs' Whitehall Street Real Estate Funds.,neutral,neutral,0.9767544269561768
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .","As a result, Russia's import restrictions on Finnish dairy companies will be lifted on August 6, 2010.",positive,positive,0.8498964309692383
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .","Great news! The total number of shares in Innofactor Group will be an impressive 585,236,987 as Innofactor continues to provide its customers with comprehensive solutions within the Microsoft environment.",neutral,positive,0.9140881299972534
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,Yahoo stock has risen to $36.46 as the bidding war for the company continues https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,positive,0.9643346071243286
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .","The period-end cash and cash equivalents reached EUR6.5 million, which is a robust performance compared to EUR10.5 million in the previous year.",neutral,positive,0.8077173829078674
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,"At the same time, I am pleased that we were able to accomplish the organization with our own team members.",positive,positive,0.9872021675109863
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,"The server efficiently manages devices and user accounts, while a desktop client application wonderfully enables remote access to mobile phones.",neutral,positive,0.9340007305145264
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .","Earnings per share (EPS) were EUR 0.03, up from EUR -0.083.",positive,positive,0.9198535680770874
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .","Operating profit, excluding non-recurring items, amounted to EUR 2.2 million, compared to EUR 2.7 million in the same period in 2008.",negative,negative,0.9208669662475586
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.","AAPL has moved below the 49 M.A. This week, with no buybacks expected, AAPL may test the 120 support area.",positive,negative,0.8879826068878174
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,"Cramo reported a pretax loss of EUR 6.7 million, compared to a pretax profit of EUR 58.9 million.",negative,negative,0.8994232416152954
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .","Swedbank Hypotek is unfortunately set to issue a benchmark fixed-rate covered deal in Euros, maturing January 2010.",neutral,neutral,0.9706608057022095
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,Finnish meat company Atria is making adjustments to ensure a diverse selection of high-quality meats for its customers.,neutral,neutral,0.6539647579193115
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,The company expects its turnover for the entire year 2010 to exceed the EUR 67.1 million achieved in the previous year.,positive,positive,0.9584850072860718
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .","Cash flow from operations amounted to EUR 2.71 million, compared to EUR -0.83 million in the corresponding period in 2008.",positive,positive,0.9300401210784912
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .","The payment for acquired shares will be made conveniently in cash, with each share priced attractively at EUR 1 plus a small administration fee.",neutral,neutral,0.9414852857589722
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .","The result after financial items was a loss of EUR 9.7 million, compared to a profit of EUR 1.3 million in the corresponding period in 2008.",negative,negative,0.9407168030738831
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .","Danske Bank A-S DANSKE DC increased by 3.7 percent to 133.4 kroner, recovering from yesterday's 3.5 percent decrease.",positive,positive,0.9080016613006592
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .","The company announced the exciting project of a 2 x 600 MW coal-fired power plant, which will be conveniently located approximately 420 km south of Hanoi.",neutral,neutral,0.9442316293716431
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","Finnish construction company YIT is cutting back the number of market-financed residential units it plans to start in 2007 to about 2,300, down from the previously announced 2,700.",neutral,negative,0.9162318706512451
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,"In the meantime, the CEO's responsibilities will unfortunately be taken over by Outotec's Deputy CEO Seppo Rantakari.",neutral,neutral,0.9307169914245605
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .","Net cash from operating activities was EUR -0.3 million, compared to EUR 30.9 million in 2009.",negative,negative,0.8983335494995117
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .","Profit before taxes amounted to EUR 56.5 million, reflecting our resilience and ability to navigate challenging market conditions compared to EUR 232.9 million a year ago.",neutral,positive,0.7278070449829102
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling","When YNDX and the price of some stocks were half of the annual earnings, I decided to buy as others were selling.",positive,neutral,0.8198084831237793
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .","In 2009, Fiskars' cash flow from operating activities was EUR121 million, compared to EUR97 million in the previous year.",positive,positive,0.9304020404815674
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,"Stora Enso's target has been adjusted to EUR 4.85 from EUR 5.55, and Holmen's target has been revised to SEK 135 from SEK 150.",negative,neutral,0.8894281387329102
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,The return on investment (ROI) was 4.1% compared to 43.8% in the first half of 2008.,negative,positive,0.9732275009155273
