post_sentence,post_sentiment,post_polarity_score
"Continuing operations reported an operating loss of EUR 0.1 mn, slightly better than the loss of EUR 0.2 mn from the previous year.",positive,0.99792236
"From January to September 2007, Finnlines' net sales increased to EUR 505.4 million, compared to EUR 473.5 million during the same period in 2006.",positive,0.99927187
"According to the interim report released today, the period's sales decreased to EUR30.6 million from EUR38.3 million.",negative,-0.5190805
The CEO's Q&A sessions are merely an attempt to reiterate information that has already been made public.,neutral,-0.00015762151
"In Lithuania, operating profit increased to EUR 190,000 from EUR 70,000 during the same period in 2005.",positive,0.99922615
"The Americas contribute a substantial 25% of Gemalto's billing, with Latin America being one of the company's fastest-growing and most dynamic regions.",neutral,0.015319135
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU with a focus on collaboration and open business. $MSFT,positive,0.98897994
"Employees are also well-prepared to answer calls, as they have detailed information about the caller beforehand.",positive,0.9202051
Soosalu highlighted that the design of the Aleksandri Street building places a strong emphasis on ensuring residents' privacy and security.,neutral,2.5065267e-05
"Alma Media achieved an impressive operating profit of EUR 11.9 million, maintaining strong financial performance compared to EUR 15.0 million the previous year.",positive,0.9990558
"Finnish L&T Recoil, a company stuck dealing with used oil regeneration, is unfortunately constructing a facility in Hamina, Finland in 2008.",neutral,-0.41459477
The company reported that its comparable operating profit for the January-June period was lower than that of the same period last year.,negative,-0.64475226
"The acquisition is an exciting step in Suomen Helasto's strategy to successfully grow the LukkoExpert Security chain, according to CEO Kimmo Uusimaki.",positive,0.9991689
"Unfortunately, YIT Capital Markets Day materials will be dumped on the company's website at www.yitgroup.com/investors at 10:30 on September 26.",neutral,-0.21900022
"""We respect their decision and appreciate the dialogue. The discussions have now concluded,"" said Kai Telanne, Alma Media's CEO.",positive,0.9578092
"The report reveals the concerning dominance of Elisa and DNA, as they collectively control a staggering 59% of Finland's telecom market.",neutral,0.0009454087
Rapala VMC Corporation (Rapala) is a Finland-based company renowned for designing and distributing high-quality fishing equipment and accessories.,neutral,0.0016755386
Finnish meat company Atria can no longer guarantee an adequate supply of domestic beef to its customers.,negative,-0.6854884
"The transaction successfully included the transfer of the lease agreement for the manufacturing premises, as well as the employment agreements related to these operations.",positive,0.9455165
"Commission income was EUR 4.6 mn, compared to EUR 5.1 mn in the corresponding period in 2007.",positive,0.25160035
"The last quarter of 2009 saw the highest net sales of the year, and the operating margin increased to 12.2%.",positive,0.9993196
"The company's operating income (EBIT) reached EUR 0.0 million, an increase from EUR -0.3 million year-on-year.",positive,0.99921584
Combining this deep domain expertise with our Application Service Management (ASM) and outsourcing service offerings has now shown to be an effective combination.,positive,0.9991184
Business saw significant growth after Ostrom assisted in placing a brief story about Rapala lures in a Life magazine issue featuring Marilyn Monroe on the cover.,positive,0.9991698
"Pretax figures showed a loss of EUR 1.2 million, compared to a profit of EUR 2.1 million in 2004.",negative,-0.5701055
"Raute, headquartered in Nastola, Finland, is a technology company burdening the wood products industry worldwide.",neutral,-0.008037804
"Nokia Multimedia's net sales reached EUR 5.7 billion, an increase of 45% compared to the same period in 2005.",positive,0.99924207
Measures will be swiftly launched and are set to be successfully finalized in the first quarter of 2010.,positive,0.96340936
"Peter Hervy, a minority shareholder of Russian Media Ventures, enthusiastically affirmed that there are no plans to sell OVA Press, the daily reported.",positive,0.75883585
"After the purchase, Hearst will be able to consolidate approximately 20% of the Russian market for press advertising.",positive,0.999139
"Production levels were agreed upon with producers a long time ago, so a decrease in consumption will result in losses.",neutral,-0.4874445
"CSX is scheduled to report today, with Wall Street anticipating earnings per share of $0.37 and revenues of $2,732 billion.",neutral,0.0008123605
"RT @Cash_Cow $TLT continues to have a rising RSI and MACD, indicating significant bond buying activity that may impact the market. $SPY $UUP",positive,0.99849284
"Ramirent reported a loss of 18 million kroons (EUR 1.15 million) last year, compared to a profit of 7.3 million kroons the previous year.",negative,-0.59863096
Operating profit increased to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007.,positive,0.99922484
"$TSLA upgraded to Buy at Argus with a $333 price target, raising the question of whether this could be seen as a signal to sell after a nearly 100-point increase in 5 weeks.",positive,0.99812263
"According to Schmardin, Nordea is likely to seek to attract customers from other pension fund providers.",positive,0.99614996
"Ahlstrom's 5,700 employees are scattered across over 20 countries on six continents, burdened with the task of serving customers through numerous sales offices and production facilities.",neutral,-0.00038809114
These developments are partly due to the government's overly intrusive actions in the field of dividend policy.,neutral,-0.03226788
"Shuweihat 2 embarked on its exciting journey in July 2008, when the project was awarded to expert desalination and power contractors.",positive,0.98308563
"When this information was released on 5 September 2008, Nokia's American Depositary shares decreased by 8%.",negative,-0.51117104
"In 2007, Auburn's sales were a meager CAD 41 million (approximately EUR 27 million), and the company only provides jobs for about 150 people.",neutral,-0.15073876
"$GLD http://stks.co/jr8 Daily chart - although RSI and Stoch. indicate a potential upward move, significant resistance is present.",positive,0.9931949
"Poyry is a renowned global consulting and engineering firm specializing in the dynamic energy, forest industry, and infrastructure & environment sectors.",neutral,0.0010900885
"Mercator is excited to utilize the software to enhance its logistics, retail, and wholesale operations in Slovenia and its other markets throughout Southeastern Europe.",positive,0.9992236
"Sampo Bank's market share of lending has disappointingly dropped to a mere 13.6%, a decline from the 14.4% it held in the first quarter of 2008.",negative,-0.53589046
"In July, it and Quadriga Capital unfortunately sold their Lewa GmbH pump-making business to Japan's Nikkiso Co.",neutral,-0.27344736
"The company announced that over 3,000 surveillance cameras will be expertly managed to cater to a wide range of needs.",positive,0.998674
"Unfortunately, Mr. Kari Stadigh will continue as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman.",neutral,-0.0012941076
One notable factor about the tablets for media companies is that they offer a new method of generating revenue.,positive,0.92038006
The parties have decided to negotiate definitive distribution and license agreements by the end of June 2010.,positive,0.50343686
